,Year,Age,Sex,Activity,Species,Country,Fatal_Y_N,Activity_Regex,Sex_Regex,age_regex,Species_regex
2346,1995.0,9,M,Swimming,Shark involvement not confirmed,USA,,swimming,m,9,Not a shark
2347,1995.0,19,M,Surfing,1.2 m to 1.5 m [4' to 5'] shark,USA,N,surfing,m,19,1.2 m to 1.5 m [4' to 5'] shark
2348,1995.0,44,M,On a float,,USA,N,on a float,m,44,
2350,1995.0,16,M,Surfing,5' shark,USA,N,surfing,m,16,5' shark
2351,1995.0,18,M,Surfing,"""a small shark""",USA,N,surfing,m,18,"""a small shark"""
2352,1995.0,16,M,Swimming,1.2 m to 1.5 m [4' to 5'] shark,USA,N,swimming,m,16,1.2 m to 1.5 m [4' to 5'] shark
2353,1995.0,23,M,Swimming ,"""sand"" shark",USA,N,swimming,m,23,"""sand"" shark"
2354,1995.0,19,M,Surfing,"""small shark""",USA,N,surfing,m,19,"""small shark"""
2356,1995.0,18,M,Fishing,"""small shark""",TONGA,N,fishing,m,18,"""small shark"""
2357,1995.0,20,M,Wading,1.8 m [6'] shark,USA,N,wading,m,20,1.8 m [6'] shark
2358,1995.0,15,M,Swimming,Invalid,USA,,swimming,m,15,invalid
2359,1995.0,20,M,Surfing,,USA,N,surfing,m,20,
2360,1995.0,14,F,"""Riding waves on a board""",Blacktip shark,USA,N,"""riding waves on a board""",f,14,Blacktip shark
2361,1995.0,12,M,Body boarding,1.2 m to 1.5 m [4' to 5'] shark,USA,N,body boarding,m,12,1.2 m to 1.5 m [4' to 5'] shark
2366,1995.0,18,M,Surfing,,USA,N,surfing,m,18,
2367,1995.0,18,M,Standing,,USA,N,standing,m,18,
2369,1995.0,7,F,Swimming,,USA,N,swimming,f,7,
2370,1995.0,47,M,Body boarding,,USA,N,body boarding,m,47,
2371,1995.0,18,M,Surfing,,BRAZIL,Y,surfing,m,18,
2372,1984.0,14,M,Surfing,,SOUTH AFRICA,N,surfing,m,14,
2373,1995.0,34,M,Surfing,,USA,N,surfing,m,34,
2374,1995.0,32,F,Fishing,Blacktip shark,USA,N,fishing,f,32,Blacktip shark
2376,1995.0,31,M,Scuba diving (ascending using scooter),6 m [20'] white shark,USA,N,scuba diving,m,31,White shark
2378,1995.0,13,M,Playing / jumping,"""sand"" shark",USA,N,playing / jumping,m,13,"""sand"" shark"
2380,1995.0,45,M,Swimming,1.8 m [6'] shark,USA,N,swimming,m,45,1.8 m [6'] shark
2381,1995.0,10,F,Swimming,6' shark,USA,N,swimming,f,10,6' shark
2382,1995.0,38,M,Swimming,"Tiger shark, 3.7 m [12'] ",USA,N,swimming,m,38,Tiger shark
2383,1995.0,45,F,Swimming,Though to involve a tiger shark,HONG KONG,Y,swimming,f,45,Tiger shark
2384,1995.0,29,M,Swimming,1.8 m to 2.1 m [6' to 7'] shark,HONG KONG,Y,swimming,m,29,1.8 m to 2.1 m [6' to 7'] shark
2386,1995.0,15,M,Surfing,Possibly a bull shark,USA,N,surfing,m,15,Bull shark
2387,1995.0,69,M,Sleeping in anchored boat,3.7 m [12'] shark,FIJI,Y,sleeping in anchored boat,m,69,3.7 m [12'] shark
2389,1995.0,44,F,Diving for abalone,4 m shark,SOUTH KOREA,Y,diving for abalone,f,44,4 m shark
2393,1995.0,47,M,Scuba diving for bivalves,6 m [20'] white shark,JAPAN,Y,scuba diving,m,47,White shark
2395,1995.0,35,M,Surfing,"Bronze whaler shark, 2 m ",AUSTRALIA,N,surfing,m,35,Bronze whaler shark
2397,1995.0,22,M,Swimming,Raggedtooth shark,SOUTH AFRICA,N,swimming,m,22,Raggedtooth shark
2399,1995.0,14,M,Swimming,"Tiger shark, 1.8 m [6'] ",SOUTH AFRICA,Y,swimming,m,14,Tiger shark
2400,1995.0,17,M,Surfing, ,BRAZIL,N,surfing,m,17, 
2401,1995.0,33,M,Diving,Shark involvement not confirmed,SOUTH AFRICA,,diving,m,33,Not a shark
2405,1994.0,26,M,Body boarding,5.5 m [18'] white shark,SOUTH AFRICA,N,body boarding,m,26,White shark
2410,1994.0,44,M,Murder victim,Invalid,AUSTRALIA,,murder victim,m,44,invalid
2411,1994.0,42,M,Commercial diver (submerged or treading water),5 m to 5.5 m [16.5' to 18'] white shark,USA,Y,commercial diver (submerged or treading water),m,42,White shark
2414,1994.0,34,F,"Surfing, paddling seawards",2.7 m [9'] shark,USA,N,surfing,f,34,2.7 m [9'] shark
2418,1994.0,9,F,Wading,Thought to involve a small sand shark,USA,N,wading,f,9,thought to involve a small sand shark
2419,1994.0,16,M,Surfing,,USA,N,surfing,m,16,
2420,1994.0,30,F,Swimming,,USA,N,swimming,f,30,
2421,1994.0,43,M,Surfing,5 m [16.5'] white shark,USA,N,surfing,m,43,White shark
2422,1994.0,7      &    31,M,Adrift on refugee raft,,USA,Y,adrift on refugee raft,m,7,
2423,1994.0,12,F,Jumped off rocks into white water,Small shark,USA,N,jumped off rocks into white water,f,12,small shark
2425,1994.0,15,M,Surfing,,BRAZIL,N,surfing,m,15,
2427,1994.0,24,M,Windsurfing,3 to 3.5 m [10' to 11.5'] bull shark,REUNION,Y,windsurfing,m,24,Bull shark
2428,1994.0,22,M,Surfing,4 m [13'] white shark,SOUTH AFRICA,Y,surfing,m,22,White shark
2429,1994.0,31,M,Surfing,4 m [13'] white shark,SOUTH AFRICA,N,surfing,m,31,White shark
2431,1994.0,15,M,Surfing,"""small shark""",USA,N,surfing,m,15,"""small shark"""
2432,1994.0,30,M,Spearfishing,1.8 m [6'] shark,BAHAMAS,N,spearfishing,m,30,1.8 m [6'] shark
2433,1994.0,24,M,Surfing,,USA,N,surfing,m,24,
2434,1994.0, 28,M,Surfing,1.2 m [4'] spinner shark,USA,N,surfing,m,28,1.2 m [4'] spinner shark
2435,1994.0,35,M,Spearfishing,2.1 m [7'] shark,USA,N,spearfishing,m,35,2.1 m [7'] shark
2436,1994.0,36,F,Wading,1.2 m [4'] shark,USA,N,wading,f,36,1.2 m [4'] shark
2437,1994.0,26,M,Wading,,USA,N,wading,m,26,
2438,1994.0,22,M,Surfing,>1.8 m [6'] shark,USA,N,surfing,m,22,>1.8 m [6'] shark
2441,1994.0,20?,M,Wading,2' to 3' shark,BAHAMAS,N,wading,m,20,2' to 3' shark
2442,1994.0,71,M,Freediving for seashells,,USA,N,freediving for seashells,m,71,
2444,1994.0,19,F,Swimming alongside NOAA research vessel Discoverer,"3.6 m [11'9""] white shark",CHILE,N,swimming,f,19,White shark
2446,1994.0,33,M,Removing shark from tank in nightclub ,"Lemon shark, 4' ",USA,N,removing shark from tank in nightclub ,m,33,"lemon shark, 4' "
2447,1994.0,25,M,Surfing,2 m shark,BRAZIL,N,surfing,m,25,2 m shark
2449,1994.0,23,M,Surfing,1.2 m [4'] shark,USA,N,surfing,m,23,1.2 m [4'] shark
2451,1994.0,15,M,Surfing,3 m [10'] white shark,SOUTH AFRICA,N,surfing,m,15,White shark
2455,1994.0,44,M,Windsurfing,,SOUTH AFRICA,N,windsurfing,m,44,
2457,1994.0,23,M,"Swimming, after falling off towed kneeboard",1.5 m shark,AUSTRALIA,N,swimming,m,23,1.5 m shark
2458,1994.0,33,M,Swimming ,"1.3 m [4'3""] shark",SOUTH AFRICA,N,swimming,m,33,"1.3 m [4'3""] shark"
2462,1993.0,30,M,Swimming,,USA,N,swimming,m,30,
2463,1993.0,27,M,Hookah diving,Tiger shark caught 6 days later with divers remains in its gut,AUSTRALIA,Y,hookah diving,m,27,Tiger shark
2466,1993.0,26,M,Surfing,4 m to 5 m [13' to 16.5'] white shark,USA,N,surfing,m,26,White shark
2467,1993.0,26,F,Swimming,3 m [10'] bull shark,USA,N,swimming,f,26,Bull shark
2468,1993.0,34,F,Kayaking,>6 m [20'] white shark,USA,N,kayaking,f,34,White shark
2470,1993.0,21,M,Swimming,,SOMALIA,Y,swimming,m,21,
2471,1993.0,36,M,Spearfishing,3 m [10'] white shark,SOUTH AFRICA,N,spearfishing,m,36,White shark
2473,1993.0,17,M,Surfing,,EL SALVADOR,Y,surfing,m,17,
2474,1993.0,19,M,Wading,3' shark,USA,N,wading,m,19,3' shark
2476,1993.0,69,M,Swimming,1.2 m [4'] shark,SPAIN,N,swimming,m,69,1.2 m [4'] shark
2477,1993.0,51,M,Spearfishing,1.8 m [6'] blacktip shark or Caribbean reef shark,BAHAMAS,N,spearfishing,m,51,Blacktip shark
2481,1993.0,19,F,Riding floatation device,Bull shark,USA,N,riding floatation device,f,19,Bull shark
2483,1993.0,39,M,Free diving for abalone (ascending),5.5 m to 6 m [18' to 20']  white shark,USA,N,free diving,m,39,White shark
2486,1993.0,28,M,Surfing,4 m [13'] white shark,SOUTH AFRICA,N,surfing,m,28,White shark
2487,1993.0,12,F,Playing,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered ",USA,N,playing,f,12,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered "
2489,1993.0,16,M,Body boarding,,REUNION,N,body boarding,m,16,
2490,1993.0,61,M,Swimming,,HONG KONG,Y,swimming,m,61,
2491,1993.0,42,F,Scuba diving,,MEXICO,Y,scuba diving,f,42,
2492,1993.0,22,M,Paddling on surfboard or body board,Thought to involve a tiger shark,USA,N,paddling,m,22,Tiger shark
2493,1993.0,31,M,Scuba diving,Remains recovered from 5.5 m [18'] white shark,AUSTRALIA,Y,scuba diving,m,31,White shark
2494,1993.0,34,F,Scuba diving at seal colony,5 m [16.5'] white shark,AUSTRALIA,Y,scuba diving,f,34,White shark
2495,1993.0,42,M,Swimming,,HONG KONG,Y,swimming,m,42,
2496,1993.0,60's,F,Swimming,6' shark,USA,N,swimming,f,60,6' shark
2499,1993.0,32,M,Spearfishing,Invalid,AUSTRALIA,,spearfishing,m,32,invalid
2501,1993.0,25,M,Floating on his back,,USA,N,floating on his back,m,25,
2503,1993.0,35,M,Paddling on surfboard,"Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)",USA,N,paddling,m,35,Tiger shark
2504,1993.0,55,M,Free diving & spearfishing (ascending),White shark,USA,N,spearfishing,m,55,White shark
2508,1993.0,69,M,Fishing,"Bronze whaler shark, 1.5 m ",AUSTRALIA,N,fishing,m,69,Bronze whaler shark
2509,1993.0,15,M,Body boarding,,BRAZIL,N,body boarding,m,15,
2510,1993.0,21,M,Spearfishing,1.5 m shark,AUSTRALIA,N,spearfishing,m,21,1.5 m shark
2511,1993.0,32 & 30,M,   ,Two 3 m [10'] oceanic whitetip sharks,CARIBBEAN SEA,N,   ,m,32,two 3 m [10'] oceanic whitetip sharks
2512,1993.0,29,M,Surfing,6 m [20'] white shark,USA,N,surfing,m,29,White shark
2517,1992.0,10,M,"Standing in waist-deep water, helping his father tend a gill net containing dead fish","Tiger shark, 2.4 m [8']",USA,N,standing,m,10,Tiger shark
2518,1992.0,30,M,Lying on surfboard,"Tiger shark, 3 m to 4.9 m [10' to 16'] ",USA,N,lying on surfboard,m,30,Tiger shark
2519,1992.0,31,M,Spearfishing / free diving,"Mako shark, 1.8 m [6']  ",USA,N,spearfishing,m,31,Mako shark
2520,1992.0,19,M,Surfing,6' to 7' blacktip shark,USA,N,surfing,m,19,Blacktip shark
2521,1992.0,24,M,Surfing,1.8 m [6'] shark,USA,N,surfing,m,24,1.8 m [6'] shark
2522,1992.0,46,M,Kayaking,5 m to 6 m white shark,USA,N,kayaking,m,46,White shark
2523,1992.0,30,M,Scuba diving,3 m hammerhead shark,FIJI,N,scuba diving,m,30,Hammerhead shark
2524,1992.0,40,M,Scuba diving (submerged),Unidentified shark,USA,N,scuba diving,m,40,unidentified shark
2525,1992.0,17,M,Surfing,,USA,N,surfing,m,17,
2526,1992.0,18,M,Body boarding,"Tiger shark, 3 m to 3.7 m [10' to 12'] ",USA,Y,body boarding,m,18,Tiger shark
2527,1992.0,40,M,Hookah diving for sea urchins,2.5 m [8.25'] white shark,USA,N,hookah diving for sea urchins,m,40,White shark
2528,1992.0,28,M,Surfing,"Tiger shark, 4.3 m [14'] ",USA,N,surfing,m,28,Tiger shark
2531,1992.0,28,M,Surfing,4.2 m white shark,AUSTRALIA,Y,surfing,m,28,White shark
2533,1992.0,20,M,Surfing,4 m to 5 m [13' to 16.5']  white shark ,USA,N,surfing,m,20,White shark
2534,1992.0,18,F,Standing,,USA,N,standing,f,18,
2537,1992.0,34,F,"Snorkeling, carrying a speared fish in her hand",1.8 m [6'] blacktip shark,BAHAMAS,N,snorkeling,f,34,Blacktip shark
2538,1992.0,17,M,Surfing,4 m white shark,AUSTRALIA,N,surfing,m,17,White shark
2540,1992.0,22,M,Surfing,5.5 m to 6 m [18' to 20'] white shark,USA,N,surfing,m,22,White shark
2541,1992.0,26,M,Snorkeling,"Nurse shark, 3', 20-lb ",USA,N,snorkeling,m,26,Nurse shark
2544,1992.0,42,F,Standing,"""a small shark""",USA,N,standing,f,42,"""a small shark"""
2548,1992.0,16,M,Surfing,Bull shark or lemon shark,REUNION,Y,surfing,m,16,Bull shark
2549,1992.0,21,F,Swimming,,VANUATU,N,swimming,f,21,
2552,1992.0,45,M,Scuba diving ,Shark involvement prior to death was not confirmed,USA,,scuba diving,m,45,Not a shark
2556,1992.0,35,M,Surfing,>2 m shark,SOUTH AFRICA,N,surfing,m,35,>2 m shark
2557,1992.0,36,F,"Surfing, paddling seawards",Tiger shark,USA,N,surfing,f,36,Tiger shark
2558,1992.0,17,M,Surfing,"Bronze whaler shark, 3 m",AUSTRALIA,N,surfing,m,17,Bronze whaler shark
2559,1992.0,41,M,Hookah diving for pen shells ,"5 m [16.5'] white shark, identification by K. Nakaya",JAPAN,Y,hookah diving for pen shells ,m,41,White shark
2561,1992.0,21,M,Surfing (sitting on his board),Said to involve a 6 m to 7 m [20' to 23'] white shark,USA,N,surfing,m,21,White shark
2564,1992.0,19,M,Surfing,Questionable incident,AUSTRALIA,,surfing,m,19,questionable incident
2566,1992.0,19,M,Boogie boarding,"Bronze whaler shark, 2.3 m [7.5'] ",AUSTRALIA,N,boogie boarding,m,19,Bronze whaler shark
2567,1992.0,19,M,Swimming ,"Zambesi shark, 1.7 m [5.5'] ",SOUTH AFRICA,N,swimming,m,19,"zambesi shark, 1.7 m [5.5'] "
2568,1992.0,36,M,Spearfishing,Possibly a 1.5 m [5'] blacktip shark,SOUTH AFRICA,N,spearfishing,m,36,Blacktip shark
2573,1991.0,25,M,Hookah diving for sea urchins,6 m [20'] white shark,USA,N,hookah diving for sea urchins,m,25,White shark
2574,1991.0,41,F,Snorkeling,"Tiger shark, 2.4 m 3.4 m [8' to 11']  ",USA,Y,snorkeling,f,41,Tiger shark
2578,1991.0,14,M,Boogie boarding,"""small shark""",AUSTRALIA,N,boogie boarding,m,14,"""small shark"""
2579,1991.0,21,M,Surfing,1.8 m [6'] shark,USA,N,surfing,m,21,1.8 m [6'] shark
2580,1991.0,32,M,Surfing,5 m to 6 m [16.5' to 20'] white shark,USA,N,surfing,m,32,White shark
2581,1991.0,32,M,Spearfishing,Invalid,BAHAMAS,,spearfishing,m,32,invalid
2582,1991.0,19,M,Scuba diving,4 m [13'] white shark,AUSTRALIA,Y,scuba diving,m,19,White shark
2583,1991.0,36,M,Finning the shark that bit him,"3 m [10'], 270- kg [595-lb] shark",AUSTRALIA,N,finning the shark that bit him,m,36,"3 m [10'], 270- kg [595-lb] shark"
2584,1991.0,23,M,Swimming,sand shark,USA,N,swimming,m,23,sand shark
2585,1991.0,10,F,Wading,3' shark,USA,N,wading,f,10,3' shark
2587,1991.0,40,F,Canoeing,4 m [13'] white shark,ITALY,N,canoeing,f,40,White shark
2588,1991.0,39,M,Snorkeling,"2.1 m [7'], 140-lb reef shark",USA,N,snorkeling,m,39,"2.1 m [7'], 140-lb reef shark"
2589,1991.0,42,M,Swimming from makeshift raft  to life vest after fishing boat sank,1.8 m [6'] blacktip shark,USA,N,swimming,m,42,Blacktip shark
2590,1991.0,22,M,Swimming,,USA,N,swimming,m,22,
2591,1991.0,30,M,Surfing,"Tiger shark, 3 to 4 m [10' to 13'] ",REUNION,N,surfing,m,30,Tiger shark
2592,1991.0,32,M,Surfing,5 m [16.5'] white shark,USA,N,surfing,m,32,White shark
2593,1991.0,13,M,Boogie boarding,Shark involvement not confirmed,USA,N,boogie boarding,m,13,Not a shark
2596,1991.0,18,M,Surfing,,USA,N,surfing,m,18,
2597,1991.0,31,M,Swimming behind sailboat,2.7 m [9'] bull or lemon shark,USA,N,swimming,m,31,Bull shark
2598,1991.0,65,F,Swimming ,"Tiger shark, >3 m [10']",HONG KONG,Y,swimming,f,65,Tiger shark
2599,1991.0,23,M,Sitting on surfboard,2.4 m [8'] shark,USA,N,sitting on surfboard,m,23,2.4 m [8'] shark
2603,1991.0,22,M,"Surfing, collided with shark",1.2 m to 1.5 m [4' to 5'] shark,USA,N,surfing,m,22,1.2 m to 1.5 m [4' to 5'] shark
2605,1991.0,18,M,Scuba diving,"Grey nurse shark, 2 m",AUSTRALIA,N,scuba diving,m,18,Nurse shark
2606,1991.0,38,M,Surfing,5.5 m [18'] white shark,USA,N,surfing,m,38,White shark
2607,1991.0,20,M,Spearfishing,5.5 m [18'] white shark,SOUTH AFRICA,N,spearfishing,m,20,White shark
2608,1991.0,35,M,Swimming,,AUSTRALIA,N,swimming,m,35,
2610,1991.0,22,M,Surfing (or sailboarding),2 m shark,AUSTRALIA,N,surfing,m,22,2 m shark
2612,1990.0,26,M,Swimming ,1.5 m shark,AUSTRALIA,N,swimming,m,26,1.5 m shark
2614,1990.0,24,M,Surfing,5' shark,USA,N,surfing,m,24,5' shark
2615,1990.0,50,M,Surfing,1.8 m [6'] shark ,USA,N,surfing,m,50,1.8 m [6'] shark 
2616,1990.0,18,M,Surfing,,USA,N,surfing,m,18,
2617,1990.0,26,M,Swimming,,AUSTRALIA,N,swimming,m,26,
2619,1990.0,25,M,Surfing,4' spinner shark,USA,N,surfing,m,25,4' spinner shark
2620,1990.0,43,M,Surfing,"Tiger shark, 3.7 m [12'] ",USA,N,surfing,m,43,Tiger shark
2621,1990.0,19,M,Surfing,1.8 m to 2.4 m [6' to 8'] shark,USA,N,surfing,m,19,1.8 m to 2.4 m [6' to 8'] shark
2622,1990.0,26,M,Spearfishing,5 m  [16.5'] white shark,SOUTH AFRICA,N,spearfishing,m,26,White shark
2623,1990.0,49,M,"Free diving / spearfishing, from paddleboard & floating on the surface",White shark,USA,N,spearfishing,m,49,White shark
2624,1990.0,44,M,Kayaking,2.5 m to 3 m [8.25' to 10']  white shark,USA,N,kayaking,m,44,White shark
2625,1990.0,30,M,SCUBA diving,Shark involvement prior to death could not be determined,USA,,scuba diving,m,30,Not a shark
2626,1990.0,22,M,Surfing,5 m to 6 m [16.5' to 20'] white shark,USA,N,surfing,m,22,White shark
2628,1990.0,18,M,Wade fishing,,USA,N,fishing,m,18,
2629,1990.0,53,F,Wading,,USA,N,wading,f,53,
2630,1990.0,17,M,Surfing,,USA,N,surfing,m,17,
2631,1990.0,21,F,Scuba diving (but on surface),"4.5 m [14'9""] white shark",SOUTH AFRICA,Y,scuba diving,f,21,White shark
2632,1990.0,38,M,Spearfishing,1.2 m to 1.5 m [4' to 5'] shark,BAHAMAS,N,spearfishing,m,38,1.2 m to 1.5 m [4' to 5'] shark
2634,1990.0,30s,F,Snorkeling,2 m hammerhead,AUSTRALIA,N,snorkeling,f,30,2 m hammerhead
2635,1990.0,30s,M,"Snorkeling, possibly holding a fish",2 m hammerhead,AUSTRALIA,N,snorkeling,m,30,2 m hammerhead
2636,1990.0,22,M,Resting on surfboard,"5.5 m [18'] white shark, identified by witnesses & tooth marks",SOUTH AFRICA,N,resting on surfboard,m,22,White shark
2637,1990.0,23,M,Lying on surfboard & paddling,"2.3 m [7.5'] white shark, identified by M. Smale",SOUTH AFRICA,N,paddling,m,23,White shark
2638,1990.0,31,M,Surfing,"Tiger shark, 3 m ",AUSTRALIA,N,surfing,m,31,Tiger shark
2639,1990.0,37,M,Free diving for trochus,,AUSTRALIA,Y,free diving,m,37,
2641,1990.0,29,M,Surfing,3 m shark,AUSTRALIA,N,surfing,m,29,3 m shark
2643,1990.0,30,M,Swimming,,FIJI,N,swimming,m,30,
2646,1990.0,33,M,Board sailing,,USA,N,board sailing,m,33,
2648,1990.0,17,M,Surfing,,USA,UNKNOWN,surfing,m,17,
2651,1989.0,27,M,Swimming,Shark involvement prior to death was not confirmed,AUSTRALIA,,swimming,m,27,Not a shark
2652,1989.0,32,M,Surfing,White shark,AUSTRALIA,N,surfing,m,32,White shark
2653,1989.0,29,M,Free diving & spearfishing,White shark,SOUTH AFRICA,Y,spearfishing,m,29,White shark
2655,1989.0,10,M,Swimming in canal,"2 m shark, possibly a bronze whaler",AUSTRALIA,N,swimming,m,10,Bronze whaler shark
2656,1989.0,31,F,Swimming,,AUSTRALIA,N,swimming,f,31,
2657,1989.0,17,M,Surfing,2.7 m [9'] white shark,AUSTRALIA,N,surfing,m,17,White shark
2659,1989.0,12,M,Surfing,4' shark,USA,N,surfing,m,12,4' shark
2660,1989.0,49,M,Diving,Shark involvement suspected but not confirmed,USA,,diving,m,49,Not a shark
2662,1989.0,29,M,Free diving,"White shark, identified by tooth pattern",SOUTH AFRICA,N,free diving,m,29,White shark
2663,1989.0,51,M,"Fishing, stepped on hooked shark's head",150-lb shark,USA,N,fishing,m,51,150-lb shark
2665,1989.0,38,M,Hookah diving for abalone (descending),4 m to 5 m [13' to 16.5']  white shark,USA,N,hookah diving for abalone (descending),m,38,White shark
2666,1989.0,31,M,Surfing,Sandbar shark,USA,N,surfing,m,31,sandbar shark
2667,1989.0,46,M,Filming 5' blue shark,Blue Shark ,USA,N,filming 5' blue shark,m,46,Blue shark
2668,1989.0,30,M,Feeding fish,Grey nurse shark,AUSTRALIA,N,feeding fish,m,30,Nurse shark
2669,1989.0,21,M,Swimming,1.2 m [4'] shark,USA,N,swimming,m,21,1.2 m [4'] shark
2670,1989.0,21,M,Surfing,>3.4 m [11'] white shark,SOUTH AFRICA,N,surfing,m,21,White shark
2671,1989.0,17,M,Surfing,"Bronze whaler shark, 3 m [10'] ",AUSTRALIA,N,surfing,m,17,Bronze whaler shark
2672,1989.0,31,F,Spearfishing,,BAHAMAS,N,spearfishing,f,31,
2673,1989.0,41,M,Fishing for sharks,3.5 m white shark,AUSTRALIA,N,fishing,m,41,White shark
2674,1969.0,35,M,Scuba diving,Shark involvement suspected but not confirmed,BERMUDA,,scuba diving,m,35,Not a shark
2675,1989.0,34,M,Surfing,2.5 m [8.25'] white shark,SOUTH AFRICA,N,surfing,m,34,White shark
2677,1989.0,16,M,Surfing,,USA,N,surfing,m,16,
2678,1989.0,9,F,Playing ,4' shark,USA,N,playing ,f,9,4' shark
2680,1989.0,45,M,Spearfishing,1.8 m [6'] sandtiger shark,USA,N,spearfishing,m,45,1.8 m [6'] sandtiger shark
2682,1989.0,16,M,Surfing,3 m [10'] white shark,SOUTH AFRICA,N,surfing,m,16,White shark
2683,1989.0,28,M,Free diving,2.5 m [8.25'] white shark,SOUTH AFRICA,N,free diving,m,28,White shark
2685,1989.0,19,M,Swimming,1.2 m [4'] shark,USA,N,swimming,m,19,1.2 m [4'] shark
2690,1989.0,27,M,Surfing,2 m [6.75'] white shark,AUSTRALIA,Y,surfing,m,27,White shark
2693,1989.0,26,M,Windsurfing,,SOUTH AFRICA,N,windsurfing,m,26,
2694,1989.0,47,M,"Scuba diving, but swimming on surface",6 m [20'] white shark,ITALY,Y,swimming,m,47,White shark
2695,1989.0,24,M,Kayaking,Invalid,USA,,kayaking,m,24,invalid
2696,1989.0,24,F,Kayaking,5 m [16.5'] white shark,USA,Y,kayaking,f,24,White shark
2697,1989.0,10,M,Body boarding,1.8 m to 2.4 m [6' to 8'] hammerhead shark,USA,N,body boarding,m,10,Hammerhead shark
2698,1989.0,19,M,Lifesaving drill,,SOUTH AFRICA,N,lifesaving drill,m,19,
2700,1989.0,17,M,Surfing with dolphins,"Tiger shark, 4 m [13'] ",AUSTRALIA,N,surfing,m,17,Tiger shark
2704,1988.0,17,M,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",,AUSTRALIA,Y,"the christie v sank on 11/6/1988, survivors were adrift on a dinghy",m,17,
2705,1988.0,62,M,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",,AUSTRALIA,Y,"the christie v sank on 11/6/1988, survivors were adrift on a dinghy",m,62,
2707,1988.0,21,M,Surfing (sitting on his board),5.5 m to 6 m [18' to 20']  white shark,USA,N,surfing,m,21,White shark
2708,1988.0,38,M,Surfing,7' shark,AUSTRALIA,N,surfing,m,38,7' shark
2709,1988.0,15,M,Surfing,6' shark,USA,N,surfing,m,15,6' shark
2710,1988.0,30,M,Surfing,1.2 m to 1.5 m [4' to 5'] shark,USA,N,surfing,m,30,1.2 m to 1.5 m [4' to 5'] shark
2711,1988.0,23,M,Surfing,1.2 m to 1.5 m [4' to 5'] shark,USA,N,surfing,m,23,1.2 m to 1.5 m [4' to 5'] shark
2712,1988.0,15,M,Surfing,,AUSTRALIA,N,surfing,m,15,
2713,1988.0,23,F,Wading,1.2 m [4'] shark,USA,N,wading,f,23,1.2 m [4'] shark
2714,1988.0,21,M,Surfing,5' shark,USA,N,surfing,m,21,5' shark
2716,1988.0,38,M,Snorkeling,3 m [10'] bull shark,USA,Y,snorkeling,m,38,Bull shark
2720,1988.0,27,M,Surfing,2.4 m to 3 m [8' to 10'] white shark,USA,N,surfing,m,27,White shark
2722,1988.0,28,M,Spearfishing on scuba,1.5 m [5'] Caribbean reef shark,BAHAMAS,N,spearfishing,m,28,1.5 m [5'] caribbean reef shark
2723,1988.0,35,M,Diving,1.5 m [5'] Caribbean reef shark,BAHAMAS,N,diving,m,35,1.5 m [5'] caribbean reef shark
2724,1988.0,15,F,Swimming,,USA,N,swimming,f,15,
2725,1988.0,37,M,Boogie boarding,,USA,N,boogie boarding,m,37,
2728,1988.0,36,M,Spearfishing,White shark,SOUTH AFRICA,N,spearfishing,m,36,White shark
2729,1988.0,42,M,Scuba diving,Sandtiger shark,USA,N,scuba diving,m,42,sandtiger shark
2730,1988.0,37,M,Sittting in water with his child,Sand shark?,USA,N,sittting in water with his child,m,37,sand shark?
2731,1988.0,12,M,Swimming,,USA,N,swimming,m,12,
2732,1988.0,25,M,Surfing,1.8 m to 2.4 m [6' to 8'] shark,USA,N,surfing,m,25,1.8 m to 2.4 m [6' to 8'] shark
2733,1988.0,38,F,Shell diving,,SOUTH KOREA,Y,shell diving,f,38,
2734,1988.0,31,M,Surfing,,USA,N,surfing,m,31,
2735,1988.0,29,M,Surfing / treading water,,USA,N,surfing,m,29,
2738,1988.0,24,M,Swimming,,USA,N,swimming,m,24,
2740,1988.0,14,M,Surfing,,USA,N,surfing,m,14,
2743,1988.0,30,F,Standing ,,USA,N,standing,f,30,
2745,1988.0,17,M,Surfing,1.5 m to 2 m [5' to 6.75'] shark,SOUTH AFRICA,N,surfing,m,17,1.5 m to 2 m [5' to 6.75'] shark
2748,1988.0,20,M,Surfing,"1 m ""grey-colored"" shark",SOUTH AFRICA,N,surfing,m,20,"1 m ""grey-colored"" shark"
2749,1988.0,15,F,Lying atop surfboard,Zambezi shark (tooth fragments recovered),SOUTH AFRICA,N,lying atop surfboard,f,15,zambezi shark (tooth fragments recovered)
2751,1988.0,22,M,Diving,"Tiger shark, 3 m ",Fiji,N,diving,m,22,Tiger shark
2752,1988.0,22,M,Surfing,Shark involvement not confirmed,SOUTH AFRICA,,surfing,m,22,Not a shark
2755,1988.0,33,M,Attempting to lasso shark's tail,1.5 m copper shark,SOUTH AFRICA,N,attempting to lasso shark's tail,m,33,1.5 m copper shark
2757,1988.0,12,M,Surfing,Wobbegong shark,AUSTRALIA,N,surfing,m,12,Wobbegong shark
